BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodStart,BillingPeriodEnd,ChargeCategory,ChargeDescription,ChargePeriodStart,ChargePeriodEnd,ConsumedQuantity,ConsumedUnit,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SubAccountId,SubAccountName,Tags
4.8871,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,4.86,Hours,4.8871,AWS,4.8871,1.006,Standard,4.86,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
0.6935,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,2.3,Hours,0.6935,AWS,2.3116,1.006,Spot,2.3,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
34.6252,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,21.32,Hours,34.6252,AWS,34.6252,1.624,Standard,21.32,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.3575,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,22.81,Hours,1.3575,AWS,2.1895,0.096,Reserved,22.81,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.9007,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-07T00:00:00Z,2026-04-08T00:00:00Z,24.37,Hours,2.9007,AWS,4.6785,0.192,Reserved,24.37,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
241.9827,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,11.91,Hours,241.9827,AWS,390.2947,32.77,Reserved,11.91,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
29.023,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,23.95,Hours,29.023,AWS,29.023,1.212,Standard,23.95,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
23.3259,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,23.19,Hours,23.3259,AWS,23.3259,1.006,Standard,23.19,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
15.2487,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,15.16,Hours,15.2487,AWS,15.2487,1.006,Standard,15.16,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.5291,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,8.38,Hours,2.5291,AWS,8.4303,1.006,Spot,8.38,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
30.5579,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,18.82,Hours,30.5579,AWS,30.5579,1.624,Standard,18.82,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.5052,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,25.29,Hours,1.5052,AWS,2.4277,0.096,Reserved,25.29,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
3.0309,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-08T00:00:00Z,2026-04-09T00:00:00Z,25.46,Hours,3.0309,AWS,4.8886,0.192,Reserved,25.46,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
246.5902,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,12.14,Hours,246.5902,AWS,397.7261,32.77,Reserved,12.14,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
29.3054,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,24.18,Hours,29.3054,AWS,29.3054,1.212,Standard,24.18,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
24.6563,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,24.51,Hours,24.6563,AWS,24.6563,1.006,Standard,24.51,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
13.5034,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,13.42,Hours,13.5034,AWS,13.5034,1.006,Standard,13.42,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.6858,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,8.9,Hours,2.6858,AWS,8.9528,1.006,Spot,8.9,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
30.6503,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,18.87,Hours,30.6503,AWS,30.6503,1.624,Standard,18.87,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4971,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,25.15,Hours,1.4971,AWS,2.4147,0.096,Reserved,25.15,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.833,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-09T00:00:00Z,2026-04-10T00:00:00Z,23.8,Hours,2.833,AWS,4.5694,0.192,Reserved,23.8,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
231.2754,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,11.38,Hours,231.2754,AWS,373.0249,32.77,Reserved,11.38,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
28.2482,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,23.31,Hours,28.2482,AWS,28.2482,1.212,Standard,23.31,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
22.7349,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,22.6,Hours,22.7349,AWS,22.7349,1.006,Standard,22.6,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
14.5537,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,14.47,Hours,14.5537,AWS,14.5537,1.006,Standard,14.47,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.5025,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,8.29,Hours,2.5025,AWS,8.3416,1.006,Spot,8.29,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
31.079,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,19.14,Hours,31.079,AWS,31.079,1.624,Standard,19.14,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4266,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,23.97,Hours,1.4266,AWS,2.301,0.096,Reserved,23.97,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
3.0075,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,25.26,Hours,3.0075,AWS,4.8508,0.192,Reserved,25.26,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
229.187,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,11.28,Hours,229.187,AWS,369.6565,32.77,Reserved,11.28,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
29.0355,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,23.96,Hours,29.0355,AWS,29.0355,1.212,Standard,23.96,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
24.178,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,24.03,Hours,24.178,AWS,24.178,1.006,Standard,24.03,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
15.0684,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,14.98,Hours,15.0684,AWS,15.0684,1.006,Standard,14.98,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.6932,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,8.92,Hours,2.6932,AWS,8.9774,1.006,Spot,8.92,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
34.8244,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,21.44,Hours,34.8244,AWS,34.8244,1.624,Standard,21.44,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4876,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,24.99,Hours,1.4876,AWS,2.3994,0.096,Reserved,24.99,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.7915,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-11T00:00:00Z,2026-04-12T00:00:00Z,23.45,Hours,2.7915,AWS,4.5024,0.192,Reserved,23.45,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
269.2144,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,13.25,Hours,269.2144,AWS,434.2168,32.77,Reserved,13.25,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
27.6277,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,22.8,Hours,27.6277,AWS,27.6277,1.212,Standard,22.8,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
24.7154,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,24.57,Hours,24.7154,AWS,24.7154,1.006,Standard,24.57,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
14.9444,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,14.86,Hours,14.9444,AWS,14.9444,1.006,Standard,14.86,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
2.4281,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,8.05,Hours,2.4281,AWS,8.0938,1.006,Spot,8.05,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
35.3896,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,21.79,Hours,35.3896,AWS,35.3896,1.624,Standard,21.79,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.5119,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,25.4,Hours,1.5119,AWS,2.4386,0.096,Reserved,25.4,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
2.9792,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.xlarge Reserved compute,2026-04-12T00:00:00Z,2026-04-13T00:00:00Z,25.03,Hours,2.9792,AWS,4.8052,0.192,Reserved,25.03,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-002,i-mgmt-002,m5.xlarge,Compute,Amazon Elastic Compute Cloud,m5.xlarge-reserved,,,"{""cost-team"": ""team-b"", ""env"": ""production"", ""purpose"": ""management""}"
242.5377,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,p4d.24xlarge Reserved compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,11.94,Hours,242.5377,AWS,391.1899,32.77,Reserved,11.94,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-train-001,i-team-a-train-001,p4d.24xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,p4d.24xlarge-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""training""}"
10.5791,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.2xlarge Standard compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,8.73,Hours,10.5791,AWS,10.5791,1.212,Standard,8.73,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-001,i-team-a-inf-001,g5.2xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.2xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
9.1877,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,9.13,Hours,9.1877,AWS,9.1877,1.006,Standard,9.13,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-a-inf-002,i-team-a-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-a"", ""env"": ""ml"", ""purpose"": ""inference""}"
5.6304,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Standard compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,5.6,Hours,5.6304,AWS,5.6304,1.006,Standard,5.6,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-001,i-team-b-inf-001,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-standard,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
0.7223,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.xlarge Spot compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,2.39,Hours,0.7223,AWS,2.4077,1.006,Spot,2.39,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-team-b-inf-002,i-team-b-inf-002,g5.xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.xlarge-spot,,,"{""cost-team"": ""team-b"", ""env"": ""ml"", ""purpose"": ""inference""}"
29.9918,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,g5.4xlarge Standard compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,18.47,Hours,29.9918,AWS,29.9918,1.624,Standard,18.47,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-research-gpu-001,i-research-gpu-001,g5.4xlarge,AI and Machine Learning,Amazon Elastic Compute Cloud,g5.4xlarge-standard,,,
1.4194,111122223333,ml-platform-prod,USD,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,Usage,m5.large Reserved compute,2026-04-13T00:00:00Z,2026-04-14T00:00:00Z,23.85,Hours,1.4194,AWS,2.2894,0.096,Reserved,23.85,Hours,AWS,AWS,us-east-1,US East (N. Virginia),i-mgmt-001,i-mgmt-001,m5.large,Compute,Amazon Elastic Compute Cloud,m5.large-reserved,,,"{""cost-team"": ""team-a"", ""env"": ""production"", ""purpose"": ""management""}"
